violation_desc,issue_datetime,fine,issuing_agency,lat,lon,zip_code
EXPIRED INSPECTION,2017-10-26T18:12:00Z,41,POLICE,39.9994450539246,-75.1667298416894,19132
EXPIRED INSPECTION,2017-10-23T07:45:00Z,41,PPA,39.961517,-75.197208,19104
METER EXPIRED CC,2017-12-10T21:40:00Z,36,PPA,39.951795,-75.170845,19103
METER EXPIRED CC,2017-12-10T21:50:00Z,36,PPA,39.951568,-75.169565,19103
METER EXPIRED CC,2017-12-10T16:36:00Z,36,PPA,39.953978,-75.158455,19107
METER EXPIRED CC,2017-12-10T18:15:00Z,36,PPA,39.94809,-75.166218,19102
METER EXPIRED CC,2017-11-02T14:50:00Z,36,PPA,39.956818,-75.198447,19104
STOP PROHIBITED CC,2017-12-02T15:43:00Z,76,PPA,39.955957,-75.170998,19103
OVER TIME LIMIT,2017-10-10T13:13:00Z,26,PPA,40.039832,-75.152792,19141
METER EXPIRED CC,2017-11-21T19:55:00Z,36,PPA,39.961787,-75.168107,19130
STOP PROHIBITED CC,2017-12-12T15:35:00Z,76,PPA,39.948482,-75.156128,19107
METER EXPIRED CC,2017-11-17T14:12:00Z,36,PPA,39.951362,-75.200173,19104
STOP PROHIBITED CC,2017-10-28T14:39:00Z,76,PPA,39.955537,-75.202255,19104
METER EXPIRED CC,2017-10-23T15:11:00Z,36,PPA,39.947493,-75.156013,19107
PRIVATE PROPERTY,2017-11-02T20:40:00Z,26,PPA,39.908738,-75.17369,19145
HP RESERVED SPACE,2017-11-30T12:16:00Z,301,PPA,39.94887,-75.161978,19107
EXPIRED INSPECTION,2017-10-19T16:01:00Z,41,PPA,39.953692,-75.171958,19103
BUS ONLY ZONE,2017-11-10T13:32:00Z,51,PPA,39.958735,-75.225123,19139
SIDEWALK,2017-11-14T18:00:00Z,51,POLICE,40.0112313694313,-75.1360175761042,19140
EXPIRED INSPECTION,2017-12-27T18:04:00Z,41,PPA,39.94764,-75.160442,19107
METER EXPIRED,2017-11-13T17:02:00Z,26,PPA,39.925773,-75.234093,19142
CORNER CLEARANCE,2017-10-31T15:30:00Z,51,POLICE,39.9808482520221,-75.1241586170968,19125
METER EXPIRED,2017-12-05T13:51:00Z,26,PPA,39.997568,-75.111682,19134
METER EXPIRED,2017-12-14T17:08:00Z,26,PPA,39.926937,-75.232382,19142
STOP PROHIBITED CC,2017-12-19T11:47:00Z,76,PPA,39.955445,-75.162742,NA
METER EXPIRED CC,2017-12-22T09:34:00Z,36,PPA,39.9542895691084,-75.1766000877226,19103
METER EXPIRED,2017-12-14T17:20:00Z,26,PPA,39.928773,-75.229792,19142
STOPPING PROHIBITED,2017-10-03T16:19:00Z,51,PPA,39.990285,-75.155195,19132
METER EXPIRED CC,2017-10-25T13:12:00Z,36,PPA,39.94834,-75.142388,19106
METER EXPIRED,2017-10-25T15:00:00Z,26,PPA,39.970392,-75.159575,19130
SIDEWALK,2017-10-25T16:39:00Z,51,PPA,39.976923,-75.159265,NA
METER EXPIRED,2017-10-25T17:20:00Z,26,PPA,39.972602,-75.15932,19121
OVER TIME LIMIT,2017-11-20T10:26:00Z,26,PPA,39.969558,-75.140253,19123
METER EXPIRED CC,2017-12-14T15:02:00Z,36,PPA,39.951208,-75.145363,19106
METER EXPIRED CC,2017-12-14T12:54:00Z,36,PPA,39.955953,-75.199868,19104
METER EXPIRED,2017-12-14T11:51:00Z,26,PPA,40.00234,-75.152672,19140
METER EXPIRED CC,2017-11-24T12:02:00Z,36,PPA,39.94993,-75.15947,19107
EXPIRED INSPECTION,2017-10-31T23:55:00Z,41,POLICE,40.0425417234953,-75.1208876584021,19120
EXPIRED INSPECTION,2017-10-06T10:58:00Z,41,POLICE,39.9960213112058,-75.1283248238537,NA
STOPPING PROHIBITED,2017-12-07T17:34:00Z,51,PPA,39.978727,-75.154048,19122
EXPIRED INSPECTION,2017-10-28T21:38:00Z,41,PPA,39.942042,-75.163627,19147
METER EXPIRED,2017-10-20T17:10:00Z,26,PPA,40.034498,-75.130215,NA
METER EXPIRED,2017-10-12T15:55:00Z,26,PPA,39.99595,-75.114332,19134
METER EXPIRED CC,2017-10-02T12:01:00Z,36,PPA,39.950162,-75.170243,19103
METER EXPIRED,2017-10-05T19:46:00Z,26,PPA,40.036558,-75.144745,19141
METER EXPIRED CC,2017-12-12T09:45:00Z,36,PPA,39.94491,-75.17373,19146
METER EXPIRED,2017-10-25T09:41:00Z,26,PPA,39.999008,-75.129143,19140
HP RESERVED SPACE,2017-10-25T14:54:00Z,301,PPA,39.926313,-75.233208,19142
EXPIRED INSPECTION,2017-11-22T12:35:00Z,41,PPA,40.038192,-75.131732,NA
EXPIRED INSPECTION,2017-11-22T13:04:00Z,41,PPA,40.035823,-75.130625,19120
OVER TIME LIMIT,2017-10-09T13:52:00Z,26,PPA,39.964263,-75.164355,19130
METER EXPIRED,2017-11-22T13:30:00Z,26,PPA,40.03513,-75.130777,19120
METER EXPIRED,2017-11-22T14:55:00Z,26,PPA,40.035907,-75.130533,19120
METER EXPIRED,2017-12-06T16:58:00Z,26,PPA,39.998465,-75.109918,19134
EXPIRED INSPECTION,2017-10-18T15:38:00Z,41,PPA,39.947107,-75.153627,19106
CAR SHARE VEHS ONLY,2017-10-21T20:59:00Z,36,PPA,39.945383,-75.171882,19146
METER EXPIRED CC,2017-12-12T13:52:00Z,36,PPA,39.956012,-75.154103,19107
OVER TIME LIMIT,2017-11-06T21:00:00Z,26,PPA,39.972895,-75.12864,NA
CORNER CLEARANCE,2017-12-17T16:15:00Z,51,PPA,39.972555,-75.12857,19125
OVER TIME LIMIT,2017-12-29T12:04:00Z,26,PPA,39.96359,-75.191332,19104
METER EXPIRED CC,2017-11-06T18:41:00Z,36,PPA,39.954067,-75.200108,19104
METER EXPIRED CC,2017-11-02T21:45:00Z,36,PPA,39.956158,-75.161555,19107
EXPIRED INSPECTION,2017-10-14T14:46:00Z,41,PPA,40.04268,-75.074665,19111
LOADING ZONE,2017-12-06T12:41:00Z,31,PPA,39.96406,-75.145855,19123
OVER TIME LIMIT,2017-12-15T11:45:00Z,26,PPA,39.967192,-75.167852,19130
FIRE HYDRANT,2017-10-26T23:22:00Z,76,PPA,39.9617,-75.141272,19123
METER EXPIRED CC,2017-11-18T13:46:00Z,36,PPA,39.943412,-75.163117,19147
METER EXPIRED CC,2017-12-20T15:11:00Z,36,PPA,39.944253,-75.1705,19146
CORNER CLEARANCE,2017-10-30T22:06:00Z,51,POLICE,40.0029021028309,-75.139864230859,NA
OVER TIME LIMIT,2017-11-11T22:58:00Z,26,PPA,39.938407,-75.178772,19146
CORNER CLEARANCE,2017-10-30T20:16:00Z,51,POLICE,39.9667847151976,-75.1712454486203,NA
METER EXPIRED,2017-10-09T16:36:00Z,26,PPA,40.026232,-75.225572,19127
METER EXPIRED,2017-11-14T17:17:00Z,26,PPA,39.963713,-75.20331,19104
METER EXPIRED,2017-10-31T14:28:00Z,26,PPA,40.041502,-75.075305,19149
OVER TIME LIMIT,2017-10-16T13:56:00Z,26,PPA,40.001432,-75.150712,19140
METER EXPIRED,2017-11-03T13:48:00Z,26,PPA,40.013947,-75.086263,19124
OVER TIME LIMIT,2017-11-08T11:26:00Z,26,PPA,40.001515,-75.150693,19140
HP RAMP BLOCKED,2017-12-02T09:33:00Z,76,PPA,39.93533,-75.158737,19147
OVER TIME LIMIT,2017-12-10T20:43:00Z,26,PPA,39.966867,-75.132482,19125
METER EXPIRED CC,2017-10-12T12:37:00Z,36,PPA,39.960738,-75.166645,19130
EXPIRED INSPECTION,2017-10-20T13:34:00Z,41,PPA,40.003917,-75.154165,19140
EXPIRED INSPECTION,2017-11-21T17:16:00Z,41,PPA,39.954792,-75.194025,19104
STOP PROHIBITED CC,2017-11-29T10:37:00Z,76,PPA,39.951658,-75.176825,NA
EXPIRED INSPECTION,2017-12-02T09:58:00Z,41,PPA,39.938457,-75.158453,19147
METER EXPIRED CC,2017-12-10T15:25:00Z,36,PPA,39.952682,-75.190178,19104
METER EXPIRED CC,2017-12-10T17:49:00Z,36,PPA,39.955113,-75.197392,19104
METER EXPIRED,2017-10-11T11:17:00Z,26,PPA,40.026102,-75.132705,19120
METER EXPIRED,2017-11-30T12:13:00Z,26,PPA,39.9225129761197,-75.1701676308484,19145
METER EXPIRED CC,2017-12-10T17:09:00Z,36,PPA,39.954575,-75.148838,19106
EXPIRED INSPECTION,2017-10-01T06:35:00Z,41,POLICE,39.9578627876763,-75.2375665125639,19139
METER EXPIRED CC,2017-11-24T12:57:00Z,36,PPA,39.9409820263069,-75.1477018831559,19147
METER EXPIRED CC,2017-12-10T18:20:00Z,36,PPA,39.946883,-75.14275,19106
METER EXPIRED CC,2017-12-10T18:50:00Z,36,PPA,39.94934,-75.143758,19106
METER EXPIRED CC,2017-12-07T21:22:00Z,36,PPA,39.953552,-75.172257,19103
METER EXPIRED CC,2017-12-10T13:09:00Z,36,PPA,39.954223,-75.202182,19104
TAXI STAND,2017-12-10T13:21:00Z,31,PPA,39.951128,-75.198012,19104
PARKING PROHBITED CC,2017-12-10T13:24:00Z,51,PPA,39.951155,-75.196157,19104
HP RESERVED SPACE,2017-12-10T13:45:00Z,301,PPA,39.95379,-75.192672,19104
METER EXPIRED CC,2017-12-10T15:18:00Z,36,PPA,39.952617,-75.188972,19104
STOP PROHIBITED CC,2017-12-10T12:21:00Z,76,PPA,39.94868,-75.146618,19106
METER EXPIRED CC,2017-12-07T17:15:00Z,36,PPA,39.955842,-75.158368,19107
TAXI STAND,2017-12-09T21:05:00Z,31,PPA,39.941532,-75.148108,19147
METER EXPIRED CC,2017-12-10T13:05:00Z,36,PPA,39.949718,-75.154403,19107
METER EXPIRED CC,2017-12-10T13:19:00Z,36,PPA,39.95016,-75.159525,19107
METER EXPIRED CC,2017-12-10T13:27:00Z,36,PPA,39.950175,-75.161187,19107
METER EXPIRED CC,2017-12-10T13:50:00Z,36,PPA,39.947952,-75.154855,19107
METER EXPIRED CC,2017-12-10T14:33:00Z,36,PPA,39.947765,-75.151457,19106
METER EXPIRED CC,2017-12-10T21:30:00Z,36,PPA,39.950115,-75.156938,19107
METER EXPIRED CC,2017-12-10T21:38:00Z,36,PPA,39.950215,-75.159667,19107
METER EXPIRED CC,2017-12-10T22:12:00Z,36,PPA,39.949863,-75.161778,19107
FIRE HYDRANT,2017-12-09T17:06:00Z,76,PPA,40.023652,-75.216472,19127
OVER TIME LIMIT,2017-12-09T18:08:00Z,26,PPA,40.025278,-75.22159,19127
METER EXPIRED CC,2017-11-18T21:44:00Z,36,PPA,39.95393,-75.168222,NA
FIRE HYDRANT,2017-12-09T21:19:00Z,76,PPA,40.025837,-75.2246,19127
HP RESERVED SPACE,2017-12-09T18:51:00Z,301,PPA,39.954882,-75.198685,19104
METER EXPIRED CC,2017-10-21T08:05:00Z,36,PPA,39.948953,-75.152582,19106
METER EXPIRED CC,2017-10-23T10:10:00Z,36,PPA,39.948143,-75.150442,NA
METER EXPIRED CC,2017-11-30T15:48:00Z,36,PPA,39.947642,-75.157037,19107
EXPIRED INSPECTION,2017-12-10T18:44:00Z,41,PPA,39.955788,-75.202208,19104
METER EXPIRED CC,2017-10-13T22:12:00Z,36,PPA,39.942665,-75.157337,19147
OVER TIME LIMIT,2017-10-28T20:03:00Z,26,PPA,39.940427,-75.15599,19147
EXPIRED INSPECTION,2017-12-07T13:25:00Z,41,PPA,39.948643,-75.158403,19107
STOP PROHIBITED CC,2017-10-12T09:41:00Z,76,PPA,39.9559084139285,-75.175195332665,19103
OVER TIME LIMIT,2017-11-21T12:18:00Z,26,PPA,39.935588,-75.147067,19147
OVER TIME LIMIT,2017-10-18T12:07:00Z,26,PPA,39.963922,-75.162837,19130
EXPIRED INSPECTION,2017-10-26T16:10:00Z,41,PPA,39.94836,-75.174228,19103
EXPIRED INSPECTION,2017-11-01T10:27:00Z,41,PPA,39.965132,-75.161192,19130
EXPIRED INSPECTION,2017-11-02T12:03:00Z,41,PPA,39.965487,-75.161108,19130
METER EXPIRED,2017-11-11T13:32:00Z,26,PPA,39.963452,-75.202752,19104
METER EXPIRED CC,2017-11-15T15:20:00Z,36,PPA,39.953785,-75.20264,19104
EXPIRED INSPECTION,2017-10-16T12:16:00Z,41,PPA,40.074773,-75.207828,19118
EXPIRED INSPECTION,2017-10-17T11:58:00Z,41,PPA,40.074735,-75.207847,19118
BUS ONLY ZONE,2017-10-16T16:19:00Z,51,SEPTA,40.0387050860889,-75.1430784638352,NA
STOPPING PROHIBITED,2017-11-02T10:21:00Z,51,PPA,40.039692,-75.144242,NA
PARKING PROHBITED CC,2017-11-30T10:33:00Z,51,PPA,39.955015,-75.163033,19102
METER EXPIRED CC,2017-10-10T15:25:00Z,36,PPA,39.952318,-75.146418,19106
BLOCKING DRIVEWAY,2017-12-06T10:21:00Z,51,POLICE,39.9521446995667,-75.2106639210247,19104
BLOCKING DRIVEWAY,2017-12-06T17:50:00Z,51,POLICE,39.9521446995667,-75.2106639210247,19104
STOP PROHIBITED CC,2017-12-02T19:11:00Z,76,POLICE,39.9419698451134,-75.1519477026386,19147
METER EXPIRED CC,2017-10-17T20:16:00Z,36,PPA,39.941957,-75.151302,19147
METER EXPIRED CC,2017-12-06T19:43:00Z,36,PPA,39.948427,-75.142298,19106
STOP PROHIBITED CC,2017-10-17T14:47:00Z,76,PPA,39.957483,-75.19952,19104
METER EXPIRED,2017-11-22T16:58:00Z,26,PPA,39.92771,-75.232082,19142
OVER TIME LIMIT,2017-12-13T11:39:00Z,26,PPA,39.958963,-75.205647,19104
STREET CLEANING,2017-12-14T07:11:00Z,31,PPA,39.927295,-75.1689,19145
METER EXPIRED,2017-11-30T18:57:00Z,26,PPA,40.024288,-75.221017,19127
METER EXPIRED CC,2017-11-21T22:40:00Z,36,PPA,39.941822,-75.150078,19147
METER EXPIRED,2017-12-01T19:16:00Z,26,PPA,40.00527,-75.151987,19140
STOP PROHIBITED CC,2017-11-25T12:40:00Z,76,PPA,39.956845,-75.163267,19107
METER EXPIRED CC,2017-12-14T21:32:00Z,36,PPA,39.948480000000004,-75.142337,19106
METER EXPIRED CC,2017-11-03T09:50:00Z,36,PPA,39.945078,-75.17793,19146
METER EXPIRED,2017-12-05T12:54:00Z,26,PPA,40.037685,-75.039053,19136
METER EXPIRED,2017-10-25T15:05:00Z,26,PPA,39.92715,-75.232027,19142
METER EXPIRED,2017-11-29T12:24:00Z,26,PPA,39.927908,-75.231082,NA
STOPPING PROHIBITED,2017-10-25T07:31:00Z,51,PPA,39.969738,-75.175125,19130
METER EXPIRED,2017-11-22T14:11:00Z,26,PPA,40.033823,-75.17531,NA
METER EXPIRED CC,2017-10-05T17:54:00Z,36,PPA,39.941348,-75.147998,19147
METER EXPIRED,2017-11-22T14:17:00Z,26,PPA,40.033427,-75.177115,19144
OVER TIME LIMIT,2017-11-22T18:03:00Z,26,PPA,39.962648,-75.143975,19123
OVER TIME LIMIT,2017-12-07T16:59:00Z,26,PPA,39.963605,-75.145435,19123
OVER TIME LIMIT,2017-11-18T17:38:00Z,26,PPA,39.96847,-75.138208,NA
METER EXPIRED CC,2017-11-21T13:40:00Z,36,PPA,39.954365,-75.198257,19104
BLOCKING DRIVEWAY,2017-11-21T09:01:00Z,51,PPA,39.929457,-75.150725,19147
METER EXPIRED CC,2017-11-24T13:17:00Z,36,PPA,39.953162,-75.169942,19103
EXPIRED INSPECTION,2017-11-24T14:08:00Z,41,PPA,39.940152,-75.152765,19147
OVER TIME LIMIT,2017-11-24T19:13:00Z,26,PPA,39.939608,-75.152802,19147
METER EXPIRED,2017-11-18T16:11:00Z,26,PPA,39.984638,-75.246483,19151
OVER TIME LIMIT,2017-11-18T19:57:00Z,26,PPA,39.96811,-75.13556,19123
METER EXPIRED CC,2017-11-21T10:43:00Z,36,PPA,39.95923,-75.170752,19103
METER EXPIRED,2017-10-06T12:06:00Z,26,PPA,40.037912,-75.129697,NA
OVER TIME LIMIT,2017-11-21T12:04:00Z,26,PPA,39.942907,-75.174273,19146
METER EXPIRED,2017-11-01T14:43:00Z,26,PPA,40.008592,-75.150618,19140
OVER TIME LIMIT,2017-10-02T10:30:00Z,26,PPA,40.033318,-75.143728,19141
STOP PROHIBITED CC,2017-10-25T16:27:00Z,76,PPA,39.95469,-75.174935,19103
EXPIRED INSPECTION,2017-11-30T16:18:00Z,41,PPA,40.01038,-75.187002,19129
BUS ONLY ZONE   CC,2017-11-29T17:20:00Z,76,PPA,39.950655,-75.172255,19103
METER EXPIRED CC,2017-12-14T10:44:00Z,36,PPA,39.947062,-75.1449,19106
METER EXPIRED,2017-12-18T15:06:00Z,26,PPA,39.985273,-75.132168,19133
METER EXPIRED,2017-11-22T11:57:00Z,26,PPA,40.037998,-75.172607,19144
STOPPING PROHIBITED,2017-10-04T07:15:00Z,51,PPA,40.0222175908952,-75.2157705000295,NA
STOPPING PROHIBITED,2017-10-25T06:42:00Z,51,PPA,40.021963,-75.216305,NA
STOPPING PROHIBITED,2017-10-28T07:07:00Z,51,PPA,40.021928,-75.21627,NA
STOPPING PROHIBITED,2017-11-02T22:34:00Z,51,PPA,40.022147,-75.216725,19127
STOPPING PROHIBITED,2017-10-25T06:47:00Z,51,PPA,40.019203,-75.211647,19128
FIRE HYDRANT,2017-10-28T06:42:00Z,76,PPA,40.019523,-75.211717,19128
FIRE HYDRANT,2017-10-25T16:17:00Z,76,PPA,40.021255,-75.079172,19124
EXPIRED INSPECTION,2017-11-20T11:47:00Z,41,PPA,40.021305,-75.07759,19124
METER EXPIRED,2017-10-25T16:23:00Z,26,PPA,40.022048,-75.077653,19124
EXPIRED INSPECTION,2017-10-25T16:24:00Z,41,PPA,40.022028,-75.077685,19124
EXPIRED INSPECTION,2017-10-26T17:07:00Z,41,PPA,40.032373,-75.019877,19136
OVER TIME LIMIT,2017-10-02T13:42:00Z,26,PPA,39.961713,-75.189757,19104
METER EXPIRED CC,2017-10-07T15:34:00Z,36,PPA,39.957602,-75.188762,19104
METER EXPIRED,2017-10-25T16:41:00Z,26,PPA,39.959242,-75.241273,19139
METER EXPIRED,2017-10-25T17:28:00Z,26,PPA,39.988903,-75.250112,19151
OVER TIME LIMIT,2017-10-30T15:40:00Z,26,PPA,39.988148,-75.250068,19151
METER EXPIRED CC,2017-11-09T20:06:00Z,36,PPA,39.949012,-75.162668,19107
METER EXPIRED CC,2017-11-18T20:26:00Z,36,PPA,39.940435,-75.145748,19147
OVER TIME LIMIT,2017-12-01T22:12:00Z,26,PPA,39.93884,-75.147748000000007,19147
OVER TIME LIMIT,2017-12-15T22:17:00Z,26,PPA,39.937065,-75.147092,19147
EXPIRED INSPECTION,2017-10-25T17:34:00Z,41,PPA,39.995435,-75.23415,19131
METER EXPIRED,2017-10-25T17:39:00Z,26,PPA,39.99554,-75.234155,19131
OVER TIME LIMIT,2017-10-17T11:54:00Z,26,PPA,39.959808,-75.194415,19104
OVER TIME LIMIT,2017-10-18T12:06:00Z,26,PPA,39.959802,-75.194427,19104
METER EXPIRED,2017-10-25T17:40:00Z,26,PPA,39.99563,-75.234225,19131
OVER TIME LIMIT,2017-11-14T10:57:00Z,26,PPA,39.946527,-75.211887,19143
OVER TIME LIMIT,2017-12-15T10:13:00Z,26,PPA,39.947137,-75.210885,19143
METER EXPIRED CC,2017-10-27T12:19:00Z,36,PPA,39.9569428673443,-75.1604005878059,19107
METER EXPIRED CC,2017-11-10T15:55:00Z,36,PPA,39.953735,-75.16925,19103
METER EXPIRED CC,2017-11-04T21:51:00Z,36,PPA,39.947102,-75.142697,NA
METER EXPIRED CC,2017-10-21T19:09:00Z,36,PPA,39.949782,-75.160302,19107
METER EXPIRED CC,2017-10-21T19:25:00Z,36,PPA,39.954053,-75.201925,19104
PARKING PROHBITED CC,2017-10-21T19:58:00Z,51,PPA,39.948688,-75.147733,19106
STOP PROHIBITED CC,2017-10-21T20:41:00Z,76,PPA,39.949027,-75.14013,NA
OVER TIME LIMIT,2017-11-24T15:16:00Z,26,PPA,40.015692,-75.18749,NA
METER EXPIRED CC,2017-11-19T19:22:00Z,36,PPA,39.947685,-75.152318,19106
METER EXPIRED,2017-11-24T16:25:00Z,26,PPA,39.957092,-75.226238,19139
METER EXPIRED,2017-11-24T12:04:00Z,26,PPA,39.9212708003452,-75.1704460593764,19145
METER EXPIRED,2017-10-28T17:31:00Z,26,PPA,40.026713,-75.14734,19141
EXPIRED INSPECTION,2017-10-29T19:12:00Z,41,PPA,39.949207,-75.167695,19102
METER EXPIRED CC,2017-10-29T19:14:00Z,36,PPA,39.94922,-75.167648,19102
METER EXPIRED CC,2017-11-20T21:33:00Z,36,PPA,39.952948,-75.169167,19103
METER EXPIRED,2017-10-25T16:26:00Z,26,PPA,40.035162,-75.173452,19144
METER EXPIRED,2017-10-27T17:08:00Z,26,PPA,40.027795,-75.132457,19120
METER EXPIRED CC,2017-12-05T19:37:00Z,36,PPA,39.942433,-75.155247,19147
OVER TIME LIMIT,2017-10-19T12:37:00Z,26,PPA,39.979478,-75.161068,19121
OVER TIME LIMIT,2017-11-20T14:17:00Z,26,PPA,39.927003,-75.172538,19145
STOP PROHIBITED CC,2017-11-24T14:44:00Z,76,PPA,39.958213,-75.167355,19103
METER EXPIRED CC,2017-11-24T08:27:00Z,36,PPA,39.950022,-75.145122,19106
SIDEWALK,2017-10-24T21:46:00Z,51,PPA,40.028242,-75.22807,NA
EXPIRED INSPECTION,2017-12-13T09:16:00Z,41,PPA,39.922778,-75.156665,19148
METER EXPIRED CC,2017-10-30T10:26:00Z,36,PPA,39.950692,-75.166157,19102
OVER TIME LIMIT CC,2017-11-18T12:30:00Z,36,PPA,39.944223,-75.158337,19147
OVER TIME LIMIT,2017-11-24T14:30:00Z,26,PPA,39.926693,-75.168358,19148
METER EXPIRED,2017-11-22T12:37:00Z,26,PPA,40.07231,-75.202048,19118
OVER TIME LIMIT,2017-11-03T13:38:00Z,26,PPA,39.964115,-75.158855,19123
OVER TIME LIMIT,2017-11-06T13:07:00Z,26,PPA,39.964083,-75.158873,19123
METER EXPIRED,2017-10-07T17:05:00Z,26,PPA,40.026178,-75.132797,19120
BUS ONLY ZONE,2017-11-12T16:48:00Z,51,PPA,39.941542,-75.170937,19146
BUS ONLY ZONE,2017-11-13T07:10:00Z,51,PPA,39.941613,-75.170865,19146
BUS ONLY ZONE,2017-11-14T10:01:00Z,51,PPA,39.941513,-75.170953,19146
METER EXPIRED,2017-11-03T12:49:00Z,26,PPA,40.03804,-75.038233,19136
PARKING PROHBITED,2017-10-02T02:50:00Z,41,POLICE,39.9316869644919,-75.1536250422295,19147
EXPIRED TAG,2017-10-23T06:35:00Z,41,POLICE,39.9307858652764,-75.1532106229488,19147
PASSENGR LOADNG ZONE,2017-10-20T14:13:00Z,31,PPA,39.95678,-75.197478,19104
METER EXPIRED,2017-12-26T11:04:00Z,26,PPA,39.927295,-75.166687,19148
EXPIRED INSPECTION,2017-12-18T16:23:00Z,41,PPA,39.95299,-75.198977,NA
OVER TIME LIMIT,2017-10-09T11:48:00Z,26,PPA,39.965572,-75.134045,19125
METER EXPIRED,2017-10-11T13:22:00Z,26,PPA,40.036247,-75.04206,19135
DOUBLE PARKED,2017-11-18T05:55:00Z,51,POLICE,40.0996094394984,-74.9656373002986,NA
METER EXPIRED CC,2017-10-20T09:40:00Z,36,PPA,39.941988,-75.145592,19147
EXPIRED INSPECTION,2017-10-11T10:03:00Z,41,PPA,39.953807,-75.1965,NA
OVER TIME LIMIT,2017-10-07T11:31:00Z,26,PPA,39.938845,-75.144275,NA
EXPIRED INSPECTION,2017-11-16T08:46:00Z,41,PPA,40.006427,-75.15522,19140
OVER TIME LIMIT,2017-12-09T19:08:00Z,26,PPA,40.005215,-75.152658,NA
EXPIRED TAG,2017-12-24T13:05:00Z,41,POLICE,40.0447174016838,-75.1799673307966,19144
OVER TIME LIMIT,2017-12-09T19:30:00Z,26,PPA,40.004028,-75.150913,NA
HP RESERVED SPACE,2017-12-09T23:09:00Z,301,PPA,39.94796,-75.142347,NA
STOP PROHIBITED CC,2017-12-10T21:42:00Z,76,PPA,39.945188,-75.142978,19106
METER EXPIRED CC,2017-12-01T18:03:00Z,36,PPA,39.942003,-75.149058,19147
METER EXPIRED CC,2017-12-01T18:32:00Z,36,PPA,39.941612,-75.145678,19147
METER EXPIRED CC,2017-12-01T18:35:00Z,36,PPA,39.941325,-75.14642,19147
METER EXPIRED CC,2017-12-01T18:53:00Z,36,PPA,39.941403,-75.146542,19147
STOP PROHIBITED CC,2017-12-31T01:27:00Z,76,PPA,39.948335,-75.143857,19106
STOPPING PROHIBITED,2017-12-13T14:11:00Z,51,PPA,39.99297,-75.147833,19133
OVER TIME LIMIT,2017-12-21T14:39:00Z,26,PPA,40.009617,-75.152028,NA
PARKING PROHBITED,2017-12-01T07:21:00Z,41,PPA,39.9365296938247,-75.2274036642415,19143
METER EXPIRED,2017-11-30T14:10:00Z,26,PPA,40.076242,-75.206235,19118
METER EXPIRED,2017-10-05T12:16:00Z,26,PPA,40.050167,-75.095165,19111
METER EXPIRED,2017-10-21T09:53:00Z,26,PPA,39.999237,-75.166727,19132
METER EXPIRED CC,2017-10-25T11:08:00Z,36,PPA,39.953655,-75.158177,19107
STOPPING PROHIBITED,2017-10-25T10:37:00Z,51,PPA,39.966127,-75.163733,19130
EXPIRED INSPECTION,2017-10-25T10:38:00Z,41,PPA,39.966043,-75.163785,19130
METER EXPIRED CC,2017-11-25T08:30:00Z,36,PPA,39.9503004143731,-75.1594224666295,19107
METER EXPIRED CC,2017-10-11T21:13:00Z,36,PPA,39.954522,-75.154895,19107
OVER TIME LIMIT,2017-12-14T14:13:00Z,26,PPA,39.9412685715216,-75.1802924139671,19146
METER EXPIRED CC,2017-11-22T16:10:00Z,36,PPA,39.955747,-75.198753,19104
METER EXPIRED,2017-11-03T12:04:00Z,26,PPA,40.033953,-75.172163,19144
EXPIRED INSPECTION,2017-10-25T12:23:00Z,41,PPA,40.01549,-75.086198,19124
EXPIRED INSPECTION,2017-10-26T12:38:00Z,41,PPA,40.01567,-75.086005,19124
METER EXPIRED,2017-10-25T14:04:00Z,26,PPA,40.014002,-75.086265,NA
CROSSWALK,2017-10-09T11:28:00Z,51,PPA,39.92126,-75.158502,19148
STOP PROHIBITED CC,2017-11-27T14:23:00Z,76,PPA,39.956667,-75.19819,NA
EXPIRED INSPECTION,2017-11-01T00:00:00Z,41,POLICE,39.9784474104062,-75.2311414166929,NA
EXPIRED INSPECTION,2017-11-15T00:00:00Z,41,POLICE,39.9784474104062,-75.2311414166929,NA
METER EXPIRED,2017-11-22T11:39:00Z,26,PPA,40.033495,-75.176945,19144
FIRE HYDRANT,2017-11-22T07:13:00Z,76,PPA,39.918768,-75.165647,19148
STOPPING PROHIBITED,2017-11-22T07:16:00Z,51,PPA,39.917397,-75.165222,19148
STOPPING PROHIBITED,2017-12-28T22:55:00Z,51,PPA,39.917422,-75.16523,19148
STOPPING PROHIBITED,2017-11-22T07:18:00Z,51,PPA,39.91738,-75.165182,19148
METER EXPIRED CC,2017-11-01T10:07:00Z,36,PPA,39.946418,-75.168135,19102
METER EXPIRED,2017-11-18T19:45:00Z,26,PPA,40.036573,-75.14478,19141
HP RESERVED SPACE,2017-11-20T09:03:00Z,301,PPA,39.953618,-75.160043,19107
STREET CLEANING,2017-12-02T08:59:00Z,31,PPA,39.943695,-75.160022,19147
METER EXPIRED CC,2017-12-02T09:09:00Z,36,PPA,39.943552,-75.16285,19147
STREET CLEANING,2017-12-02T09:26:00Z,31,PPA,39.944387,-75.162952,19147
EXPIRED INSPECTION,2017-12-02T10:04:00Z,41,PPA,39.941195,-75.158895,19147
STOPPING PROHIBITED,2017-12-02T07:17:00Z,51,PPA,39.972653,-75.133527,19125
